id_documento;tipo_pessoa;nome_razao;nome_fantasia;rg_ie;email;telefone;cep;endereco;numero;complemento;bairro;cidade;uf;categoria;limite_credito;status;data_cadastro
90.713.555/0001-34; JURIDICA; UASG 984817 - MUNICIPIO DE MONTENEGRO; PREFEITURA MONTENEGRO; ISENTO; licitacoes@montenegro.rs.gov.br; (51) 3632-1115; 95780-001; Rua Joao Pessoa;1363; s/n; Centro; Montenegro; RS; CLIENTE; NADA; ATIVO; 13/02/2026
87.613.543/0001-98; JURIDICA; UASG 985011 - MUNICIPIO DE MONTENEGRO; PREFEITURA MONTENEGRO; ISENTO; licitacao@montenegro.rs.gov.br; (51) 3649-8200; 95780-000; Rua Joao Pessoa;1363; s/n; Centro; Montenegro; RS; CLIENTE; NADA; ATIVO; 13/02/2026
17.701.210/0001-33; JURIDICA; UASG 984115 - MUNICIPIO DE MONTES CLAROS; PREFEITURA M CLAROS; ISENTO; licitacoes@montesclaros.mg.gov.br; (38) 3229-3000; 39400-075; Avenida Cula Mangabeira;211; s/n; Centro; Montes Claros; MG; CLIENTE; NADA; ATIVO; 13/02/2026
21.012.345/0001-00; JURIDICA; UASG 158122 - IFNMG REITORIA; IFNMG; ISENTO; compras@ifnmg.edu.br; (38) 3218-7300; 39404-058; Rua Professor Monteiro Fonseca;216; s/n; Vila Mauricio; Montes Claros; MG; CLIENTE; NADA; ATIVO; 13/02/2026
18.623.334/0001-67; JURIDICA; UASG 984815 - MUNICIPIO DE MURIAE; PREFEITURA MURIAE; ISENTO; licitacoes@muriae.mg.gov.br; (32) 3696-3300; 36880-001; Avenida Maestro Sansao;236; s/n; Centro; Muriae; MG; CLIENTE; NADA; ATIVO; 13/02/2026
19.122.222/0001-89; JURIDICA; UASG 984695 - MUNICIPIO DE NANUQUE; PREFEITURA NANUQUE; ISENTO; licitacoes@nanuque.mg.gov.br; (33) 3621-1200; 39860-000; Avenida Geraldo Romano;135; s/n; Centro; Nanuque; MG; CLIENTE; NADA; ATIVO; 13/02/2026
29.115.771/0001-02; JURIDICA; UASG 985835 - MUNICIPIO DE NATIVIDADE; PREFEITURA NATIVIDADE; ISENTO; licitacao@natividade.rj.gov.br; (22) 3841-1120; 28380-000;Rua Intendente Franklin Rabello;8; s/n; Centro; Natividade; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
28.576.917/0001-05; JURIDICA; UASG 985859 - MUNICIPIO DE NATIVIDADE; PREFEITURA NATIVIDADE; ISENTO; licitacoes@natividade.rj.gov.br; (22) 3841-1051; 28380-000; Rua Intendente Franklin Rabello;8; s/n; Centro; Natividade; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
10.851.211/0004-95; JURIDICA; UASG 158440 - IFRJ CAMPUS NILOPOLIS; INSTITUTO FEDERAL; ISENTO; compras.nilopolis@ifrj.edu.br; (21) 2691-9800; 26530-060;Rua Lucio Tavares;1045; s/n; Centro; NilOpolis; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
28.523.231/0001-97; JURIDICA; UASG 985831 - MUNICIPIO DE NILOPOLIS; CAMARA MUNICIPAL NILOPOLIS; ISENTO; compras@nilopolis.rj.leg.br; (21) 2791-2366; 26520-000;Estrada Alberto Teixeira da Cunha;86; s/n; Centro; NilOpolis; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
15.114.360/0001-11; JURIDICA; UASG 158142 - IFRJ CAMPUS NILOPOLIS; INSTITUTO FEDERAL; ISENTO; compras.nil@ifrj.edu.br; (21) 2691-9800; 26530-060; Rua Lucio Tavares;1045; s/n; Centro; Nilopolis; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
28.578.018/0001-41; JURIDICA; UASG 985861 - MUNICIPIO DE NILOPOLIS; PREFEITURA NILOPOLIS; ISENTO; licitacoes@nilopolis.rj.gov.br; (21) 3762-8300; 26520-100; Rua Pedro Alvares Cabral;305; s/n; Centro; Nilopolis; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
28.523.215/0001-06; JURIDICA; HOSPITAL UNIVERSITARIO ANTONIO PEDRO; HUAP UFF; ISENTO; compras@huap.uff.br; (21) 2629-9000; 24033-900; Rua Marques de Parana;303; s/n; Centro; Niteroi; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
28.580.119/0001-90; JURIDICA; UASG 985863 - MUNICIPIO DE NITEROI; PREFEITURA NITEROI; ISENTO; licitacoes@niteroi.rj.gov.br; (21) 2620-0400; 24020-005; Rua Visconde de Sepetiba;987; s/n; Centro; Niteroi; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
28.521.508/0001-52; JURIDICA; UASG 985843 - MUNICIPIO DE NITEROI; PREFEITURA NITEROI; ISENTO; licitacoes@niteroi.rj.gov.br; (21) 2620-0400; 24020-005; Rua Visconde de Sepetiba;987; s/n; Centro; Niteroi; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
29.115.813/0001-05; JURIDICA; UASG 985839 - MUNICIPIO DE NOVA FRIBURGO; PREFEITURA FRIBURGO; ISENTO; licitacao@novafriburgo.rj.gov.br; (22) 2523-3323; 28610-000;Avenida Alberto Braune;225; s/n; Centro; Nova Friburgo; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
28.526.402/0001-44; JURIDICA; UASG 985847 - MUNICIPIO DE NOVA FRIBURGO; PREFEITURA FRIBURGO; ISENTO; licitacoes@novafriburgo.rj.gov.br; (22) 2524-1000; 28625-001; Avenida Alberto Braune;225; s/n; Centro; Nova Friburgo; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
28.582.210/0001-34; JURIDICA; UASG 985865 - MUNICIPIO DE NOVA FRIBURGO; PREFEITURA N FRIBURGO; ISENTO; licitacoes@novafriburgo.rj.gov.br; (22) 2524-1000; 28625-001; Avenida Alberto Braune;225; s/n; Centro; Nova Friburgo; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.502/0016-20; JURIDICA; UASG 120057 - JUSTICA FEDERAL NOVA IGUACU; JUSTICA FEDERAL; ISENTO; compras.nui@jfrj.jus.br; (21) 2127-1400; 26210-202;Rua Ataide Pimenta de Moraes;220; s/n; Centro; Nova Iguacu; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
28.521.508/0004-05; JURIDICA; UASG 153514 - UFRRJ CAMPUS NOVA IGUACU; UNIVERSIDADE FEDERAL; ISENTO; licitacao.ni@ufrrj.br; (21) 2669-0000; 26020-740;Avenida Governador Roberto Silveira; s/n; s/n; Moqueta; Nova Iguacu; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
01.442.222/0010-26; JURIDICA; UASG 160401 - DEPOSITO CENTRAL DE MUNIcaO; EXERCITO BRASILEIRO; ISENTO; licitacoes@dcmun.eb.mil.br; (21) 2651-1000; 26053-120;Avenida General Jose Muller; s/n; s/n; Vila de Cava; Nova Iguacu; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.460/0045-62; JURIDICA; UASG 200376 - DELEGACIA DE POLICIA FEDERAL EM NOVA IGUACU; POLICIA FEDERAL; ISENTO; compras.nui.rj@pf.gov.br; (21) 3213-3500; 26210-202;Rua Ataide Pimenta de Moraes;220; s/n; Centro; Nova Iguacu; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
27.289.020/0001-66; JURIDICA; UASG 985843 - MUNICIPIO DE NOVA IGUACU; PREFEITURA NOVA IGUACU; ISENTO; licitacao@novaiguacu.rj.gov.br; (21) 2666-4900; 26210-202;Rua Ataide Pimenta de Moraes;528; s/n; Centro; Nova Iguacu; RJ; CLIENTE; NADA; ATIVO; 12/02/2026
29.138.336/0001-05; JURIDICA; UASG 985845 - MUNICIPIO DE NOVA IGUACU; CAMARA MUNICIPAL NOVA IGUACU; ISENTO; compras@cmni.rj.gov.br; (21) 2667-4124; 26210-202;Rua Ataide Pimenta de Moraes;33; s/n; Centro; Nova Iguacu; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
29.115.482/0001-02; JURIDICA; UASG 985845 - MUNICIPIO DE NOVA IGUACU; PREFEITURA NOVA IGUACU; ISENTO; licitacoes@novaiguacu.rj.gov.br; (21) 2666-4900; 26210-210; Rua Ataide Pimenta de Moraes;528; s/n; Centro; Nova Iguacu; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
28.584.311/0001-89; JURIDICA; UASG 985867 - MUNICIPIO DE NOVA IGUACU; PREFEITURA N IGUACU; ISENTO; licitacoes@novaiguacu.rj.gov.br; (21) 2666-4900; 26210-210; Rua Ataide Pimenta de Moraes;528; s/n; Centro; Nova Iguacu; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
18.482.677/0001-89; JURIDICA; UASG 984811 - MUNICIPIO DE NOVA LIMA; PREFEITURA N LIMA; ISENTO; licitacoes@novalima.mg.gov.br; (31) 3541-4300; 34000-000; Praca Bernardino de Lima;80; s/n; Centro; Nova Lima; MG; CLIENTE; NADA; ATIVO; 13/02/2026
46.525.228/0001-86; JURIDICA; UASG 989265 - MUNICIPIO DE NOVA ODESSA; PREFEITURA NOVA ODESSA; ISENTO; licitacoes@novaodessa.sp.gov.br; (19) 3476-8600; 13460-000; Avenida Joao Pessoa;777; s/n; Centro; Nova Odessa; SP; CLIENTE; NADA; ATIVO; 13/02/2026
93.416.444/0001-01; JURIDICA; UASG 984821 - MUNICIPIO DE NOVA PRATA; PREFEITURA N PRATA; ISENTO; licitacoes@novaprata.rs.gov.br; (54) 3242-8200; 95320-001; Avenida Presidente Vargas;1000; s/n; Centro; Nova Prata; RS; CLIENTE; NADA; ATIVO; 13/02/2026
18.667.778/0001-45; JURIDICA; UASG 984813 - MUNICIPIO DE NOVA SERRANA; PREFEITURA N SERRANA; ISENTO; licitacoes@novaserrana.mg.gov.br; (37) 3226-9000; 35519-000; Rua Joao Ferreira dos Santos;20; s/n; Centro; Nova Serrana; MG; CLIENTE; NADA; ATIVO; 13/02/2026
18.756.555/0001-45; JURIDICA; UASG 984817 - MUNICIPIO DE NOVA UNIAO; PREFEITURA N UNIAO; ISENTO; licitacoes@novauniao.mg.gov.br; (31) 3685-1122; 34940-000; Rua Praca Padre Joao de Oliveira; s/n; s/n; Centro; Nova Uniao; MG; CLIENTE; NADA; ATIVO; 13/02/2026
27.167.460/0001-01; JURIDICA; UASG 982583 - MUNICIPIO DE NOVA VENECIA; PREFEITURA N VENECIA; ISENTO; licitacoes@novavenecia.es.gov.br; (27) 3752-9001; 29830-000; Avenida Vitoria;347; s/n; Centro; Nova Venecia; ES; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.494/0115-02; JURIDICA; UASG 170252 - DELEGACIA DA RECEITA FEDERAL NOVO HAMBURGO; RECEITA FEDERAL; ISENTO; licitacoes.nho.rfb@rfb.gov.br; (51) 3594-7999; 93336-003; Rua Guia Lopes;4201; s/n; Canudos; Novo Hamburgo; RS; CLIENTE; NADA; ATIVO; 13/02/2026
88.134.422/0001-50; JURIDICA; UASG 984857 - MUNICIPIO DE NOVO HAMBURGO; PREFEITURA N HAMBURGO; ISENTO; licitacoes@novohamburgo.rs.gov.br; (51) 3594-7000; 93310-001; Rua Guia Lopes;4201; s/n; Canudos; Novo Hamburgo; RS; CLIENTE; NADA; ATIVO; 13/02/2026
88.101.308/0001-34; JURIDICA; UASG 985023 - MUNICIPIO DE NOVO HAMBURGO; PREFEITURA NOVO HAMBURGO; ISENTO; licitacao@novohamburgo.rs.gov.br; (51) 3594-7999; 93336-003; Rua Guia Lopes;4201; s/n; Canudos; Novo Hamburgo; RS; CLIENTE; NADA; ATIVO; 13/02/2026
19.233.333/0001-90; JURIDICA; UASG 984717 - MUNICIPIO DE OLIVEIRA; PREFEITURA OLIVEIRA; ISENTO; licitacoes@oliveira.mg.gov.br; (37) 3331-1500; 35540-000; Praca XV de Novembro; s/n; s/n; Centro; Oliveira; MG; CLIENTE; NADA; ATIVO; 13/02/2026
46.523.271/0001-63; JURIDICA; UASG 989109 - MUNICIPIO DE OSASCO; PREFEITURA OSASCO; ISENTO; licitacoes@osasco.sp.gov.br; (11) 3652-9000; 06090-900; Avenida Bussocaba;300; s/n; Vila Campesina; Osasco; SP; CLIENTE; NADA; ATIVO; 13/02/2026
46.524.826/0001-01; JURIDICA; UASG 989225 - MUNICIPIO DE OURINHOS; PREFEITURA OURINHOS; ISENTO; licitacoes@ourinhos.sp.gov.br; (14) 3302-6000; 19900-000; Travessa Henrique Tocalino;2; s/n; Centro; Ourinhos; SP; CLIENTE; NADA; ATIVO; 13/02/2026
19.344.444/0001-01; JURIDICA; UASG 984735 - MUNICIPIO DE OURO BRANCO; PREFEITURA O BRANCO; ISENTO; licitacoes@ourobranco.mg.gov.br; (31) 3938-1000; 36420-000; Praca Santa Cruz;100; s/n; Centro; Ouro Branco; MG; CLIENTE; NADA; ATIVO; 13/02/2026
20.123.456/0001-99; JURIDICA; UASG 153037 - UNIVERSIDADE FEDERAL DE OURO PRETO; UFOP; ISENTO; compras@ufop.edu.br; (31) 3559-1200; 35400-000; Rua Diogo de Vasconcelos;122; s/n; Pilar; Ouro Preto; MG; CLIENTE; NADA; ATIVO; 13/02/2026
95.919.222/0001-56; JURIDICA; UASG 153303 - UFSM CAMPUS PALMEIRA; UFSM PALMEIRA; ISENTO; compras.palmeira@ufsm.br; (55) 3742-8800; 98400-000; Avenida Independencia;3751; s/n; Vista Alegre; Palmeira das Missoes; RS; CLIENTE; NADA; ATIVO; 13/02/2026
76.204.901/0001-54; JURIDICA; UASG 987521 - MUNICIPIO DE PALOTINA; PREFEITURA PALOTINA; ISENTO; licitacao@palotina.pr.gov.br; (44) 3649-7800; 85950-000; Rua Aldir Pedron;798; s/n; Centro; Palotina; PR; CLIENTE; NADA; ATIVO; 13/02/2026
10.834.018/0005-88; JURIDICA; UASG 158466 - IFFARROUPILHA CAMPUS PANAMBI; INSTITUTO FEDERAL; ISENTO; compras.pan@iffarroupilha.edu.br; (55) 3376-8800; 98280-000; Rua Bonifacio de Camargo;1111; s/n; Centro; Panambi; RS; CLIENTE; NADA; ATIVO; 13/02/2026
93.516.555/0001-12; JURIDICA; UASG 984823 - MUNICIPIO DE PANAMBI; PREFEITURA PANAMBI; ISENTO; licitacoes@panambi.rs.gov.br; (55) 3375-0300; 98280-001; Avenida Konrad Adenauer;1870; s/n; Centro; Panambi; RS; CLIENTE; NADA; ATIVO; 13/02/2026
19.455.555/0001-12; JURIDICA; UASG 984755 - MUNICIPIO DE PARA DE MINAS; PREFEITURA PARA MINAS; ISENTO; licitacoes@parademinas.mg.gov.br; (37) 3233-5600; 35660-000; Praca Afonso Pena; s/n; s/n; Centro; Para de Minas; MG; CLIENTE; NADA; ATIVO; 13/02/2026
10.851.211/0007-38; JURIDICA; UASG 158443 - IFRJ CAMPUS PARACAMBI; INSTITUTO FEDERAL; ISENTO; compras.paracambi@ifrj.edu.br; (21) 2683-1400; 26600-000;Rua Sebastiao de Lacerda; s/n; Antiga Fabrica; Centro; Paracambi; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
28.586.412/0001-23; JURIDICA; UASG 985869 - MUNICIPIO DE PARACAMBI; PREFEITURA PARACAMBI; ISENTO; licitacoes@paracambi.rj.gov.br; (21) 2683-9100; 26600-000; Rua Sebastiao de Lacerda; s/n; s/n; Centro; Paracambi; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
15.114.428/0001-56; JURIDICA; UASG 158145 - IFRJ CAMPUS PARACAMBI; INSTITUTO FEDERAL; ISENTO; compras.par@ifrj.edu.br; (21) 2683-9100; 26600-000; Rua Sebastiao de Lacerda; s/n; s/n; Centro; Paracambi; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
19.566.666/0001-23; JURIDICA; UASG 984775 - MUNICIPIO DE PARACATU; PREFEITURA PARACATU; ISENTO; licitacoes@paracatu.mg.gov.br; (38) 3671-5500; 38600-000; Praca JK; s/n; s/n; Centro; Paracatu; MG; CLIENTE; NADA; ATIVO; 13/02/2026
28.588.513/0001-78; JURIDICA; UASG 985871 - MUNICIPIO DE PARAIBA DO SUL; PREFEITURA P SUL; ISENTO; licitacoes@paraibadosul.rj.gov.br; (24) 2263-1052; 25850-000; Rua Visconde da Paraiba;11; s/n; Centro; Paraiba do Sul; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
10.727.228/0002-22; JURIDICA; UASG 158473 - IFPR CAMPUS PARANAGUA; INSTITUTO FEDERAL; ISENTO; compras.paranagua@ifpr.edu.br; (41) 3721-8300; 83215-090; Rua Antonio Carlos Rodrigues;453; s/n; Porto Seguro; Paranagua; PR; CLIENTE; NADA; ATIVO; 13/02/2026
76.105.523/0001-44; JURIDICA; UASG 987555 - MUNICIPIO DE PARANAGUA; PREFEITURA PARANAGUA; ISENTO; licitacao@paranagua.pr.gov.br; (41) 3420-6000; 83203-010; Rua Julia da Costa;322; s/n; Centro; Paranagua; PR; CLIENTE; NADA; ATIVO; 13/02/2026
76.205.346/0001-68; JURIDICA; UASG 987553 - MUNICIPIO DE PARANAVAI; PREFEITURA PARANAVAI; ISENTO; licitacao@paranavai.pr.gov.br; (44) 3421-2323; 87701-070; Rua Getulio Vargas;900; s/n; Centro; Paranavai; PR; CLIENTE; NADA; ATIVO; 13/02/2026
28.590.614/0001-12; JURIDICA; UASG 985873 - MUNICIPIO DE PARATY; PREFEITURA PARATY; ISENTO; licitacoes@paraty.rj.gov.br; (24) 3371-9900; 23970-000; Rua Jose do Patrocinio; s/n; s/n; Centro; Paraty; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
93.616.666/0001-23; JURIDICA; UASG 984825 - MUNICIPIO DE PAROBE; PREFEITURA PAROBE; ISENTO; licitacoes@parobe.rs.gov.br; (51) 3543-8600; 95630-001; Avenida Joao Correa;675; s/n; Centro; Parobe; RS; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.460/0040-58; JURIDICA; UASG 200371 - DELEGACIA DE POLICIA FEDERAL EM PASSO FUNDO; POLICIA FEDERAL; ISENTO; compras.pfo.rs@pf.gov.br; (54) 3318-9000; 99064-000; Rua Diogo de Oliveira;1111; s/n; Petropolis; Passo Fundo; RS; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.494/0113-32; JURIDICA; UASG 170250 - DELEGACIA DA RECEITA FEDERAL PASSO FUNDO; RECEITA FEDERAL; ISENTO; licitacoes.pfo.rfb@rfb.gov.br; (54) 3316-7200; 99010-080; Rua Paissandu;1111; s/n; Centro; Passo Fundo; RS; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.502/0013-63; JURIDICA; UASG 120017 - JUSTICA FEDERAL PASSO FUNDO; JUSTICA FEDERAL; ISENTO; compras.pfo@jfrs.jus.br; (54) 3316-7200; 99010-080; Rua Paissandu;1111; s/n; Centro; Passo Fundo; RS; CLIENTE; NADA; ATIVO; 13/02/2026
10.723.239/0003-07; JURIDICA; UASG 158452 - IFSUL CAMPUS PASSO FUNDO; INSTITUTO FEDERAL; ISENTO; compras@passofundo.ifsul.edu.br; (54) 3316-5600; 99064-440; Rua Sebastiao de Oliveira; s/n; s/n; Vila Fatima; Passo Fundo; RS; CLIENTE; NADA; ATIVO; 13/02/2026
88.421.233/0001-01; JURIDICA; UASG 984957 - MUNICIPIO DE PASSO FUNDO; PREFEITURA P FUNDO; ISENTO; licitacoes@passofundo.rs.gov.br; (54) 3316-7100; 99010-001; Rua Dr. Cassiano Ricardo;487; s/n; Centro; Passo Fundo; RS; CLIENTE; NADA; ATIVO; 13/02/2026
91.103.853/0001-31; JURIDICA; UASG 985107 - MUNICIPIO DE PASSO FUNDO; PREFEITURA PASSO FUNDO; ISENTO; licitacoes@pmpf.rs.gov.br; (54) 3316-7100; 99010-080; Rua Dr. Cassiano Ricardo;487; s/n; Centro; Passo Fundo; RS; CLIENTE; NADA; ATIVO; 13/02/2026
18.599.989/0001-01; JURIDICA; UASG 984955 - MUNICIPIO DE PASSOS; PREFEITURA PASSOS; ISENTO; licitacoes@passos.mg.gov.br; (35) 3522-7000; 37900-001; Praca Geraldo da Silva Maia; s/n; s/n; Centro; Passos; MG; CLIENTE; NADA; ATIVO; 13/02/2026
76.205.320/0001-10; JURIDICA; UASG 987557 - MUNICIPIO DE PATO BRANCO; PREFEITURA PATO BRANCO; ISENTO; licitacao@patobranco.pr.gov.br; (46) 3220-1515; 85501-060; Rua Caramuru;271; s/n; Centro; Pato Branco; PR; CLIENTE; NADA; ATIVO; 13/02/2026
78.206.300/0003-93; JURIDICA; UASG 154363 - UTFPR CAMPUS PATO BRANCO; UNIVERSIDADE FEDERAL; ISENTO; compras.pb@utfpr.edu.br; (46) 3220-2500; 85503-390; Via do Conhecimento; s/n; km 01; Fraron; Pato Branco; PR; CLIENTE; NADA; ATIVO; 13/02/2026
18.511.101/0001-45; JURIDICA; UASG 984911 - MUNICIPIO DE PATOS DE MINAS; PREFEITURA PATOS; ISENTO; licitacoes@patosdeminas.mg.gov.br; (34) 3822-9600; 38700-001; Rua Doutor Jose Olympio de Mello;151; s/n; Eldorado; Patos de Minas; MG; CLIENTE; NADA; ATIVO; 13/02/2026
19.677.777/0001-34; JURIDICA; UASG 984795 - MUNICIPIO DE PATROCINIO; PREFEITURA PATROCINIO; ISENTO; licitacoes@patrocinio.mg.gov.br; (34) 3839-1800; 38740-000; Praca Olimpico Garcia; s/n; s/n; Centro; Patrocinio; MG; CLIENTE; NADA; ATIVO; 13/02/2026
28.592.715/0001-67; JURIDICA; UASG 985875 - MUNICIPIO DE PATY DO ALFERES; PREFEITURA PATY; ISENTO; licitacoes@patydoalferes.rj.gov.br; (24) 2485-1234; 26950-000; Rua Cel. Manoel Bernardes;157; s/n; Centro; Paty do Alferes; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
46.525.161/0001-41; JURIDICA; UASG 989259 - MUNICIPIO DE PAULINIA; PREFEITURA PAULINIA; ISENTO; licitacoes@paulinia.sp.gov.br; (19) 3874-5600; 13140-000; Avenida Jose Lozano Araujo;1551; s/n; Parque Brasil 500; Paulinia; SP; CLIENTE; NADA; ATIVO; 13/02/2026
46.525.244/0001-79; JURIDICA; UASG 989267 - MUNICIPIO DE PEDREIRA; PREFEITURA PEDREIRA; ISENTO; licitacoes@pedreira.sp.gov.br; (19) 3893-3522; 13920-000; Praca Epitacio Pessoa;3; s/n; Centro; Pedreira; SP; CLIENTE; NADA; ATIVO; 13/02/2026
19.788.888/0001-45; JURIDICA; UASG 984819 - MUNICIPIO DE PEDRO LEOPOLDO; PREFEITURA P LEOPOLDO; ISENTO; licitacoes@pedroleopoldo.mg.gov.br; (31) 3660-5100; 33600-000; Rua Cristiano Otoni;555; s/n; Centro; Pedro Leopoldo; MG; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.460/0043-09; JURIDICA; UASG 200370 - DELEGACIA DE POLICIA FEDERAL EM PELOTAS; POLICIA FEDERAL; ISENTO; compras.pts.rs@pf.gov.br; (53) 3309-9000; 96015-360; Rua Goncalves Chaves;3030; s/n; Centro; Pelotas; RS; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.494/0111-70; JURIDICA; UASG 170248 - DELEGACIA DA RECEITA FEDERAL PELOTAS; RECEITA FEDERAL; ISENTO; licitacoes.pel.rfb@rfb.gov.br; (53) 3284-1200; 96015-360; Rua Goncalves Chaves;3030; s/n; Centro; Pelotas; RS; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.502/0012-82; JURIDICA; UASG 120016 - JUSTICA FEDERAL PELOTAS; JUSTICA FEDERAL; ISENTO; compras.pel@jfrs.jus.br; (53) 3284-1200; 96015-360; Rua Goncalves Chaves;3030; s/n; Centro; Pelotas; RS; CLIENTE; NADA; ATIVO; 13/02/2026
10.723.239/0001-45; JURIDICA; UASG 158128 - INSTITUTO FEDERAL SUL RIO GRANDENSE; IFSUL; ISENTO; compras@ifsul.edu.br; (53) 3026-6050; 96015-360; Rua Goncalves Chaves;3218; s/n; Centro; Pelotas; RS; CLIENTE; NADA; ATIVO; 13/02/2026
91.113.999/0001-78; JURIDICA; UASG 158129 - IF SUL RIO GRANDENSE; IF SUL; ISENTO; compras@ifsul.edu.br; (53) 3026-6050; 96015-360; Rua Goncalves Chaves;3218; s/n; Centro; Pelotas; RS; CLIENTE; NADA; ATIVO; 13/02/2026
91.814.666/0001-45; JURIDICA; UASG 201016 - HE UFPEL; HOSPITAL ESCOLA PELOTAS; ISENTO; compras@he.ufpel.edu.br; (53) 3284-4900; 96020-150; Rua Professor Araujo;538; s/n; Centro; Pelotas; RS; CLIENTE; NADA; ATIVO; 13/02/2026
92.213.822/0001-34; JURIDICA; UASG 153163 - UNIVERSIDADE FEDERAL DE PELOTAS; UFPEL; ISENTO; compras@ufpel.edu.br; (53) 3227-2500; 96010-610; Rua Gomes Carneiro;1; s/n; Centro; Pelotas; RS; CLIENTE; NADA; ATIVO; 13/02/2026
92.213.822/0001-35; JURIDICA; UASG 984913 - MUNICIPIO DE PELOTAS; PREFEITURA PELOTAS; ISENTO; licitacoes@pelotas.rs.gov.br; (53) 3309-6000; 96015-000; Praca Coronel Pedro Osorio;101; s/n; Centro; Pelotas; RS; CLIENTE; NADA; ATIVO; 13/02/2026
96.019.333/0001-67; JURIDICA; UASG 153304 - UFPEL CAMPUS CAPAO; UFPEL CAPAO; ISENTO; compras.capao@ufpel.edu.br; (53) 3275-7300; 96010-001; Rua Gomes Carneiro;1; s/n; Centro; Pelotas; RS; CLIENTE; NADA; ATIVO; 13/02/2026
92.210.798/0001-11; JURIDICA; UASG 985095 - MUNICIPIO DE PELOTAS; PREFEITURA PELOTAS; ISENTO; licitacoes.pelotas@gmail.com; (53) 3309-6000; 96015-000; Praca Coronel Pedro Osorio;101; s/n; Centro; Pelotas; RS; CLIENTE; NADA; ATIVO; 13/02/2026
92.211.218/0001-49; JURIDICA; UASG 153111 - UNIVERSIDADE FEDERAL DE PELOTAS; UFPEL; ISENTO; licitacoes.pra@ufpel.edu.br; (53) 3225-7122; 96010-610; Rua Gomes Carneiro;1; s/n; Centro; Pelotas; RS; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.502/0017-01; JURIDICA; UASG 120058 - JUSTICA FEDERAL PETROPOLIS; JUSTICA FEDERAL; ISENTO; compras.pet@jfrj.jus.br; (24) 2244-4800; 25610-142;Rua Avenida Koeler;255; s/n; Centro; PetrOpolis; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
00.353.948/0005-22; JURIDICA; UASG 240105 - LABORATORIO NACIONAL DE COMPUTACAO CIENTIFICA; LNCC; ISENTO; compras@lncc.br; (24) 2233-0600; 25651-075;Avenida Getulio Vargas;333; s/n; Quitandinha; PetrOpolis; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
29.138.344/0001-43; JURIDICA; UASG 985855 - MUNICIPIO DE PETROPOLIS; PREFEITURA PETROPOLIS; ISENTO; licitacoes@petropolis.rj.gov.br; (24) 2246-9000; 25610-000;Avenida Koeler;260; s/n; Centro; PetrOpolis; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
28.512.333/0001-54; JURIDICA; UASG 985853 - MUNICIPIO DE PETROPOLIS; PREFEITURA PETROPOLIS; ISENTO; licitacoes@petropolis.rj.gov.br; (24) 2246-9000; 25610-000; Avenida Koeler;260; s/n; Centro; Petropolis; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
28.594.816/0001-01; JURIDICA; UASG 985877 - MUNICIPIO DE PETROPOLIS; PREFEITURA PETROPOLIS; ISENTO; licitacoes@petropolis.rj.gov.br; (24) 2246-9000; 25610-000; Avenida Koeler;260; s/n; Centro; Petropolis; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
